,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"Judge Sonia Sotomayor has been fielding test questions and visiting senators, some of whom will be questioning her record.",https://www.nytimes.com/2009/07/12/us/politics/12prep.html,"Judge Sonia Sotomayor has been fielding test questions and visiting senators, some of whom will be questioning her record.","WASHINGTON  For a few hours each day for more than a week, Judge Sonia Sotomayor has sat in a small conference room in a building adjacent to the White House, fielding questions from lawyers helping her prepare for the Senate Judiciary Committee’s hearing on her nomination to the Supreme Court.",A,16,The New York Times,[],"[{'name': 'organizations', 'value': 'Senate Committee on the Judiciary', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sotomayor, Sonia', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'APPOINTMENTS AND EXECUTIVE CHANGES', 'rank': 4, 'major': 'N'}]",2009-07-11T20:42:51+0000,article,National,U.S.,Politics,News,nyt://article/60318522-d7b2-5825-92ac-37ed7fc70746,429,nyt://article/60318522-d7b2-5825-92ac-37ed7fc70746,Nominee Wraps Up Rehearsals,,,Nominee Wraps Up Rehearsals,,,,By Neil A. Lewis,"[{'firstname': 'Neil', 'middlename': 'A.', 'lastname': 'Lewis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,"The Minnesota newcomer is sworn in, giving Democrats a majority of 60.",https://thecaucus.blogs.nytimes.com/2009/07/07/and-heres-senator-franken/,"The Minnesota newcomer is sworn in, giving Democrats a majority of 60.","Almost 250 days following the November election, Al Franken was sworn in as the junior Democratic senator from Minnesota just after noon on Tuesday, completing his transition from television comic to national legislator before Senate galleries packed with family and admirers.",,,The New York Times,[],[],2009-07-07T17:10:16+0000,article,National,U.S.,Politics,News,nyt://article/e6d551d7-9a46-50d7-a64c-ab006e89f223,432,nyt://article/e6d551d7-9a46-50d7-a64c-ab006e89f223,And Here’s Senator Franken,The Caucus,,,,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,"Al Franken arrived in Washington as the new junior Senator, speaking soberly about getting to work for the people of Minnesota.",https://www.nytimes.com/2009/07/07/us/politics/07franken.html,"Al Franken arrived in Washington as the new junior Senator, speaking soberly about getting to work for the people of Minnesota.",WASHINGTON  Here is what Al Franken revealed on his first day on Capitol Hill: He is looking forward to getting to work for the people of Minnesota. ,A,11,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/06/us/franken.650.2.jpg', 'height': 431, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/06/us/franken.190.11.jpg', 'height': 132, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/06/us/franken.395.2.jpg', 'height': 270, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/06/us/franken.7575.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/06/us/franken.7575.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'Minnesota', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Franken, Al', 'rank': 4, 'major': 'N'}]",2009-07-06T22:40:01+0000,article,National,U.S.,Politics,News,nyt://article/54c190a9-f9b1-50e6-8b22-47b7dd19f7bd,681,nyt://article/54c190a9-f9b1-50e6-8b22-47b7dd19f7bd,"Franken, Without the Quips, Takes On New Role",,,"Franken, Without Laughs, Says He Is Ready to Work",,,,By Mark Leibovich,"[{'firstname': 'Mark', 'middlename': None, 'lastname': 'Leibovich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,"While waiting eight months for an election ruling, Al Franken said he worked hard to prove that he would be a serious and responsible senator.",https://www.nytimes.com/2009/07/02/us/politics/02minnesota.html,"While waiting eight months for an election ruling, Al Franken said he worked hard to prove that he would be a serious and responsible senator."," After eight months of quietly raising money, hiring a staff and boning up on health care and other issues, Al Franken, the newly minted Democratic senator from Minnesota, finally got to deliver a victory speech on Wednesday.",A,13,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/02/us/franken_span.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2009/07/02/us/franken_span.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/02/us/franken_span.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/02/us/franken75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/02/us/franken75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Senate', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Franken, Al', 'rank': 4, 'major': 'N'}]",2009-07-02T01:39:00+0000,article,National,U.S.,Politics,News,nyt://article/0abdc2e9-90fa-565d-9a2d-71ea960c0288,713,nyt://article/0abdc2e9-90fa-565d-9a2d-71ea960c0288,"Franken, in Long Wait, Studied for Senate Role",,,"Franken, in Long Wait, Studied for Senate Role",,,,By Katharine Q. Seelye,"[{'firstname': 'Katharine', 'middlename': 'Q.', 'lastname': 'Seelye', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
4,"Norm Coleman conceded to Al Franken in the contested Senate race in Minnesota, hours after the Minnesota Supreme Court ruled that Mr. Franken had won.",https://www.nytimes.com/2009/07/01/us/politics/01minnesota.html,"Norm Coleman conceded to Al Franken in the contested Senate race in Minnesota, hours after the Minnesota Supreme Court ruled that Mr. Franken had won.","After nearly eight months of waiting, almost 20,000 pages of legal briefs, and millions of dollars in election costs, Al Franken emerged Tuesday as the next United States senator from Minnesota, ending one of the most protracted election recount battles in recent memory. ",A,1,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/01/us/01minnesota.500.jpg', 'height': 500, 'width': 458, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/01/us/01minnesota.inline.jpg', 'height': 248, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/01/us/01minnesota.sf.jpg', 'height': 300, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/01/us/01minnesota.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/01/us/01minnesota.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'Minnesota', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Coleman, Norm', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Franken, Al', 'rank': 6, 'major': 'N'}]",2009-06-30T20:52:46+0000,article,National,U.S.,Politics,News,nyt://article/262ace58-b56b-5ce3-b7da-8c9fe2aa7600,1113,nyt://article/262ace58-b56b-5ce3-b7da-8c9fe2aa7600,Franken’s Win Bolsters Democratic Grip in Senate,,,Minnesota Court Rules Democrat Won Senate Seat,,,,By Monica Davey and Carl Hulse,"[{'firstname': 'Monica', 'middlename': None, 'lastname': 'Davey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
5,The state’s highest court issues a long-awaited ruling in the protracted battle.,https://thecaucus.blogs.nytimes.com/2009/06/30/court-rules-franken-has-won-senate-seat/,The state’s highest court issues a long-awaited ruling in the protracted battle.,"Updated, With Latest Developments, 6:30 p.m.: The Minnesota Supreme Court’s declaration that Democrat Al Franken has won the state’s hotly contested Senate seat produced nearly minute-by minute reactions and news. Featured in the post below are the announcements by Gov. Tim Pawlenty that he would certify the election results for Mr. Franken today; reactions from the national G.O.P. (no congratulatory note from Chairman Michael Steele); Senate Republicans on the Democrats’ 60-vote achievement as well as Mr. Franken’s list of his new committee assignments, which include the Judiciary Committee. ",,,The New York Times,[],[],2009-06-30T20:18:07+0000,article,National,U.S.,Politics,News,nyt://article/7b99f495-4799-5ade-9571-0063df0ff010,1664,nyt://article/7b99f495-4799-5ade-9571-0063df0ff010,Court Rules Franken Has Won Senate Race; Coleman Concedes,The Caucus,,,,,,By Kate Phillips,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'Phillips', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
6,"Norm Coleman conceded to Al Franken in the contested Senate race in Minnesota, hours after the Minnesota Supreme Court ruled that Mr. Franken was the winner.",https://thecaucus.blogs.nytimes.com/2009/06/30/blogs/30thecaucus-court-ru29683.html,"Norm Coleman conceded to Al Franken in the contested Senate race in Minnesota, hours after the Minnesota Supreme Court ruled that Mr. Franken was the winner.","Updated, With Latest Developments, 6:30 p.m.: The Minnesota Supreme Court's declaration that Democrat Al Franken has won the state's hotly contested Senate seat produced nearly minute-by minute reactions and news. Featured in the post below are the announcements by Gov. Tim Pawlenty that he would certify the election results for Mr. Franken today; reactions from the national G.O.P. (no congratulatory note from Chairman Michael Steele); Senate Republicans on the Democrats' 60-vote achievement as well as Mr. Franken's list of his new committee assignments, which include the Judiciary Committee. ",,,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/06/30/us/30franken-163c.jpg', 'height': 100, 'width': 163, 'legacy': {'widewidth': 163, 'wideheight': 100, 'wide': 'images/2009/06/30/us/30franken-163c.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/06/30/us/30franken.1-600.jpg', 'height': 352, 'width': 600, 'legacy': {'xlarge': 'images/2009/06/30/us/30franken.1-600.jpg', 'xlargewidth': 600, 'xlargeheight': 352}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/06/30/us/30franken.1-600.jpg', 'height': 352, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/06/30/us/30franken.1-395.jpg', 'height': 264, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/06/30/us/30franken.1-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/06/30/us/30franken.1-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]",[],2009-06-30T20:18:07+0000,article,None,Blogs,,Web Log,nyt://article/7cffd2a8-4aa8-5320-9218-79999accd987,1657,nyt://article/7cffd2a8-4aa8-5320-9218-79999accd987,Coleman Concedes Senate Race After Court Backs Franken,The Caucus,,Court Rules Franken Has Won Senate Race; Coleman Concedes,,,,By KATE PHILLIPS,"[{'firstname': 'Kate', 'middlename': None, 'lastname': 'PHILLIPS', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
7,Some Senators have raised questions about exclusive deals between carriers and phone manufacturers.,https://gadgetwise.blogs.nytimes.com/2009/06/18/blogs/18gadgetwise-does-the9345.html,Some Senators have raised questions about exclusive deals between carriers and phone manufacturers.,"Ticked off that the iPhone is available only through AT&#38;T? So, apparently, are some United States senators.",,,The New York Times,[],[],2009-06-18T23:14:53+0000,article,None,Blogs,,Web Log,nyt://article/08c129f5-b5d4-5624-8a59-3022dd8e7f03,297,nyt://article/08c129f5-b5d4-5624-8a59-3022dd8e7f03,Does the U.S. Senate Want a Verizon iPhone?,Gadgetwise,,Does the U.S. Senate Want a Verizon iPhone?,,,,By ROY FURCHGOTT,"[{'firstname': 'Roy', 'middlename': None, 'lastname': 'FURCHGOTT', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,Some Senators have raised questions about exclusive deals between carriers and phone manufacturers.,https://gadgetwise.blogs.nytimes.com/2009/06/18/does-the-us-senate-want-a-verizon-iphone/,Some Senators have raised questions about exclusive deals between carriers and phone manufacturers.,"Ticked off that the iPhone is available only through AT&T? So, apparently, are some United States senators.",,,The New York Times,[],[],2009-06-18T23:14:53+0000,article,,Technology,Personal Tech,News,nyt://article/a348b894-b02b-5f34-92ad-6ff2a1187a4c,292,nyt://article/a348b894-b02b-5f34-92ad-6ff2a1187a4c,Does the U.S. Senate Want a Verizon iPhone?,Gadgetwise,,,,,,By Roy Furchgott,"[{'firstname': 'Roy', 'middlename': None, 'lastname': 'Furchgott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"The president tackles health care before leaving tonight for an overseas trip. Meanwhile, Judge Sotomayor makes the rounds on Capitol Hill.",https://thecaucus.blogs.nytimes.com/2009/06/02/the-early-word-trip-preparations/,"The president tackles health care before leaving tonight for an overseas trip. Meanwhile, Judge Sotomayor makes the rounds on Capitol Hill."," Tuesday’s a travel day for President Obama, with the president leaving tonight for a five-day trip to Europe and the Middle East. But before he sets his focus on global issues, Mr. Obama will spend one last day in Washington on one of his more pressing domestic concerns – health care.",,,The New York Times,[],[],2009-06-02T12:08:28+0000,article,National,U.S.,Politics,News,nyt://article/ff70ca72-7166-511c-bc08-39e642e4f779,969,nyt://article/ff70ca72-7166-511c-bc08-39e642e4f779,The Early Word: Trip Preparations,The Caucus,,,,,,By Bernie Becker,"[{'firstname': 'Bernie', 'middlename': None, 'lastname': 'Becker', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
