,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,,https://www.nytimes.com/1980/10/22/archives/events-today-music-dance-cabaret.html,,,T,29,The New York Times,[],[],1980-10-22T05:00:00+0000,article,None,Archives,Archives,nyt://article/d30a010f-4acd-587d-92f7-bc9dd3a3c437,0,nyt://article/d30a010f-4acd-587d-92f7-bc9dd3a3c437,Events Today; Music Dance Cabaret ,1,,Events Today; Music Dance Cabaret ,,,,,[],
1,"WASHINGTON, Oct. 20--The United States Coast Guard and Cuban border authorities have worked together closely in the apprehension and prosecution of at least one American drug-smuggling suspect, the agency's logs show.  ",https://www.nytimes.com/1980/10/21/archives/coast-guard-cooperated-with-cuba-on-drug-case-records-in-seitler.html,,,A,16,The New York Times,[],[],1980-10-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/7a95d40b-31e6-5ac7-875b-57c043caa85d,0,nyt://article/7a95d40b-31e6-5ac7-875b-57c043caa85d,Coast Guard Cooperated With Cuba on Drug Case; Records in Seitler Case Request for Assistance Refused ,1,,Coast Guard Cooperated With Cuba on Drug Case; Records in Seitler Case Request for Assistance Refused ,,,,By Juan de Onis Special To the New York Times,"[{'firstname': 'Juan', 'middlename': None, 'lastname': 'de Onis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,,https://www.nytimes.com/1980/10/21/archives/going-out-guide-improv-study-greek-theater-fishing-lure.html,,,S,8,The New York Times,[],[],1980-10-21T05:00:00+0000,article,None,Archives,Archives,nyt://article/5878f342-fb12-5246-a9e3-a405870a0eca,0,nyt://article/5878f342-fb12-5246-a9e3-a405870a0eca,GOING OUT Guide; IMPROV STUDY GREEK THEATER FISHING LURE,1,,GOING OUT Guide; IMPROV STUDY GREEK THEATER FISHING LURE,,,,Richard F. Shepard,"[{'firstname': 'Richard', 'middlename': 'F.', 'lastname': 'Shepard', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,,https://www.nytimes.com/1980/10/19/archives/long-island-weekly-long-island-this-week-art-music-dance-sports-for.html,,,L,10,The New York Times,[],[],1980-10-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/d2919d2f-d88d-59f8-ac63-062eb5b2cc08,0,nyt://article/d2919d2f-d88d-59f8-ac63-062eb5b2cc08,Long Island This Week; ART MUSIC & DANCE SPORTS FOR CHILDREN MOVIES THEATER MEETINGS & TALKS MISCELLANEOUS ,1,,Long Island This Week; ART MUSIC & DANCE SPORTS FOR CHILDREN MOVIES THEATER MEETINGS & TALKS MISCELLANEOUS ,,,,,[],
4,,https://www.nytimes.com/1980/10/19/archives/obituary-4-no-title.html,,,,44,The New York Times,[],[],1980-10-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/329475e9-9bb1-56d3-bc38-f21a21e4db9e,0,nyt://article/329475e9-9bb1-56d3-bc38-f21a21e4db9e,Obituary 4 -- No Title,1,,Obituary 4 -- No Title,,,,,[],
5,,https://www.nytimes.com/1980/10/19/archives/marriage-announcement-22-no-title.html,,,,67,The New York Times,[],[],1980-10-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/0bd36f03-8508-5bcc-97f7-c62774a2cae2,0,nyt://article/0bd36f03-8508-5bcc-97f7-c62774a2cae2,Marriage Announcement 22 -- No Title,1,,Marriage Announcement 22 -- No Title,,,,,[],
6,"Amy Yan-lien Wang, daughter of Dr. and Mrs. Chiu-an Wang of Cambridge and Chilmark, Mass., was married in Boston yesterday to Jeremiah Evarts de Rham, son of Mr. and Mrs. Casimir de Rham of Cambridge, Mass. The Rev. Carl Scovel performed the ceremony at King's Chapel (Unitarian-Universalist.)  ",https://www.nytimes.com/1980/10/19/archives/amy-yanlien-wang-is-married.html,,,,63,The New York Times,[],[],1980-10-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/85b8d904-bfb9-5a48-a6d1-68fdeca7a418,0,nyt://article/85b8d904-bfb9-5a48-a6d1-68fdeca7a418,Amy Yan-lien Wang Is Married,1,,Amy Yan-lien Wang Is Married,,,,,[],
7,,https://www.nytimes.com/1980/10/19/archives/birth-notice-1-no-title.html,,,,66,The New York Times,[],[],1980-10-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/8694e428-019c-51e6-8052-05aa210eb15a,0,nyt://article/8694e428-019c-51e6-8052-05aa210eb15a,Birth Notice 1 -- No Title,1,,Birth Notice 1 -- No Title,,,,,[],
8,,https://www.nytimes.com/1980/10/19/archives/marriage-announcement-15-no-title.html,,,,66,The New York Times,[],[],1980-10-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/9ee66526-f290-52e6-8ddb-1e632d960784,0,nyt://article/9ee66526-f290-52e6-8ddb-1e632d960784,Marriage Announcement 15 -- No Title,1,,Marriage Announcement 15 -- No Title,,,,,[],
9,,https://www.nytimes.com/1980/10/19/archives/obituary-3-no-title.html,,,,44,The New York Times,[],[],1980-10-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/331773c4-fa09-5abf-866b-43a56ed0d746,0,nyt://article/331773c4-fa09-5abf-866b-43a56ed0d746,Obituary 3 -- No Title,1,,Obituary 3 -- No Title,,,,,[],
