,abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline_main,headline_kicker,headline_content_kicker,headline_print_headline,headline_name,headline_seo,headline_sub,byline_original,byline_person,byline_organization
0,"THE Electra of Greek tragedy urges matricide upon her  brother, Orestes, as an agent of the ancient Greek law that the doer shall suffer, no matter if he acts, as does Orestes, in obedience to that law.  ",https://www.nytimes.com/1980/11/20/archives/stage-electra-speaks-by-womens-theater-sins-against-women.html,,,T,22,The New York Times,[],[],1980-11-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/31ef9c77-c20e-5a3a-8e01-ae0613592153,0,nyt://article/31ef9c77-c20e-5a3a-8e01-ae0613592153,"Stage: 'Electra Speaks,' By Women's Theater; Sins Against Women ",1,,"Stage: 'Electra Speaks,' By Women's Theater; Sins Against Women ",,,,Jennifer Dunning,"[{'firstname': 'Jennifer', 'middlename': None, 'lastname': 'Dunning', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
1,"WASHINGTON, Nov. 18--Rosalynn Carter says that she shed a few tears on Election Day but did not really break down until a few days later, when she heard trumpets sounding on the White House lawn.  ",https://www.nytimes.com/1980/11/19/archives/first-lady-day-of-trumpets-and-tears-he-was-a-great-president-out.html,,,A,30,The New York Times,[],[],1980-11-19T05:00:00+0000,article,None,Archives,Archives,nyt://article/36dee2ba-2aa7-5b69-b70e-c548edf05256,0,nyt://article/36dee2ba-2aa7-5b69-b70e-c548edf05256,First Lady: Day of Trumpets and Tears; 'He Was a Great President' 'Out of Our Hands' ,1,,First Lady: Day of Trumpets and Tears; 'He Was a Great President' 'Out of Our Hands' ,,,,By Marjorie Hunter Special To the New York Times,"[{'firstname': 'Marjorie', 'middlename': 'Hunter', 'lastname': 'Special', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2,"Fashion, an industry described as having the ""shortest shelf life other than dairy and meat products,"" and cosmetics, the business of ""achievable illusions,"" were the subjects of the first annual conference on Opportunities and Challenges held Saturday at the Fashion Institute of Technology.  ",https://www.nytimes.com/1980/11/18/archives/fashion-careers-getting-a-start-glamour-jobs-are-scarce-dont-be.html,,,F,14,The New York Times,[],[],1980-11-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/f5e88a0d-5a47-50a4-b7c3-28ff8581463d,0,nyt://article/f5e88a0d-5a47-50a4-b7c3-28ff8581463d,Fashion Careers: Getting a Start; Glamour Jobs Are Scarce 'Don't Be Star-Struck',1,,Fashion Careers: Getting a Start; Glamour Jobs Are Scarce 'Don't Be Star-Struck',,,,By Enid Nemy,"[{'firstname': 'Enid', 'middlename': None, 'lastname': 'Nemy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
3,,https://www.nytimes.com/1980/11/17/archives/article-1-no-title.html,,,B,12,The New York Times,[],[],1980-11-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/127e0e84-154c-5eb9-92e0-e462d2c87205,0,nyt://article/127e0e84-154c-5eb9-92e0-e462d2c87205,Article 1 -- No Title,1,,Article 1 -- No Title,,,,,[],
4,,https://www.nytimes.com/1980/11/16/archives/sunday-television-of-special-interest-sunday-cablesubscription-tv.html,,,A,45,The New York Times,[],[],1980-11-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/c789bb14-ece0-577c-8caa-69c0936c11ba,0,nyt://article/c789bb14-ece0-577c-8caa-69c0936c11ba,Sunday Television; Of Special Interest SUNDAY Cable/Subscription TV SUNDAY,3,,Sunday Television; Of Special Interest SUNDAY Cable/Subscription TV SUNDAY,,,,,[],
5,,https://www.nytimes.com/1980/11/16/archives/tuesday-of-special-interest-cablesubscription-tv.html,,,A,49,The New York Times,[],[],1980-11-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/330f95fd-29d3-5247-a6e8-b9ac23347aeb,0,nyt://article/330f95fd-29d3-5247-a6e8-b9ac23347aeb,Tuesday; Of Special Interest Cable/Subscription TV,1,,Tuesday; Of Special Interest Cable/Subscription TV,,,,,[],
6,,https://www.nytimes.com/1980/11/16/archives/thursday-cablesubscription-tv-of-special-interest.html,,,A,51,The New York Times,[],[],1980-11-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/cc51aacc-a51a-52e7-9e91-cb1c9d93aa30,0,nyt://article/cc51aacc-a51a-52e7-9e91-cb1c9d93aa30,Thursday; Cable/Subscription TV Of Special Interest ,1,,Thursday; Cable/Subscription TV Of Special Interest ,,,,,[],
7,"""The devil and all was not in me"" is the rueful summation Roy Dotrice arrives at as he counts up his memories in Hugh Leonard's ""A Life."" And the devil wasn't in the man. The man, incidentally, is one we all met in Mr. Leonard's  ""Da,"" that crusty old employer with a passion for language and a facility for bookkeeping who kept trying to steer his...  ",https://www.nytimes.com/1980/11/16/archives/stage-view-from-a-tightly-focused-life-to-a-scattershot-fifth-of.html,,,A,3,The New York Times,[],[],1980-11-16T05:00:00+0000,article,None,Archives,Archives,nyt://article/8958d6fd-f138-5045-8640-d1b69b975a43,0,nyt://article/8958d6fd-f138-5045-8640-d1b69b975a43,STAGE VIEW; From a Tightly Focused 'Life' To a Scattershot 'Fifth of July' STAGE VIEW ,2,,STAGE VIEW; From a Tightly Focused 'Life' To a Scattershot 'Fifth of July' STAGE VIEW ,,,,WALTER KERR,"[{'firstname': 'Walter', 'middlename': None, 'lastname': 'KERR', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
8,"Here is how Michael Crichton describes Amy, the principal love object in ""Congo"": ""She could be coy, she responded to flattery, she was preoccupied with her appearance, loved makeup, and was very fussy about the collar of the sweaters she wore in the winter.""  ",https://www.nytimes.com/1980/11/15/archives/books-of-the-times-suspenseful-redemption-arcana-for-the-millions.html,,,,15,The New York Times,[],[],1980-11-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/ff015e73-3c83-565b-8c9b-24f910be4adb,0,nyt://article/ff015e73-3c83-565b-8c9b-24f910be4adb,Books of The Times; Suspenseful Redemption Arcana for the Millions The Mercenary's Complaint,1,,Books of The Times; Suspenseful Redemption Arcana for the Millions The Mercenary's Complaint,,,,ANATOLE BROYARD,"[{'firstname': 'Anatole', 'middlename': None, 'lastname': 'BROYARD', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
9,"THERE are a couple of Saturday Night specials, of sorts. ""Satur  day Night Live"" returns to NBC at 11:30 tomorrow night for a sixth season. The performers and producers are all new. The host is Elliott Gould.  ",https://www.nytimes.com/1980/11/14/archives/tv-weekend-saturday-night-live-saturday-night-fever.html,,,T,30,The New York Times,[],[],1980-11-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/55b7b0a3-b77e-5579-87ea-e4d632cbd449,0,nyt://article/55b7b0a3-b77e-5579-87ea-e4d632cbd449,"TV Weekend 'Saturday Night Live,' 'Saturday Night Fever'",1,,"TV Weekend 'Saturday Night Live,' 'Saturday Night Fever'",,,,By John J. O'Connor,"[{'firstname': 'John', 'middlename': 'J.', 'lastname': ""O'Connor"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
